gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
CUL3,0.064963067,6.83124932,0.674695535,0.51572042,0.722152109,-7.14108764
PTDSS1,-0.13076397,7.121619081,-0.661156623,0.523995245,0.727433052,-7.141193623
RAB40C,-0.091290618,4.819220852,-0.5807805,0.574711335,0.76690838,-7.141356938
PLA2G15,-0.09551775,4.087348154,-0.425770131,0.67962268,0.837981306,-7.14183292
ANAPC7,0.058039917,5.054439346,0.610622869,0.555568703,0.75187728,-7.141926927
SLMO2,0.071119278,6.440572635,0.681430469,0.511633593,0.718295115,-7.142262098
YOD1,0.143523362,5.009991332,0.605116741,0.559073323,0.75444411,-7.142275309
CHST14,0.089382308,3.919052882,0.368752046,0.720280434,0.861608143,-7.142369184
RP11-295P9.3,-0.205903341,4.592177475,-0.541400211,0.600516849,0.785100341,-7.142398891
PSMD6,0.066502289,5.80838826,0.668017877,0.519791861,0.724970054,-7.142576913
KIAA1009,0.08292035,3.984977937,0.392083152,0.703523323,0.851960254,-7.142709178
UHRF1BP1L,-0.071518496,4.596024369,-0.542747846,0.599623753,0.784887318,-7.1427704
RYBP,0.078386237,5.030172942,0.606615473,0.558118154,0.753694179,-7.142775045
SMARCA4,-0.073891096,8.806595862,-0.507112769,0.623471409,0.801285649,-7.142793041
FASTK,-0.073780315,5.558276238,-0.653268001,0.528852957,0.731382078,-7.142793695
GPCPD1,-0.204072237,6.810712602,-0.672366291,0.517138399,0.723198456,-7.142801574
PYCR1,-0.170865709,5.925955238,-0.67125788,0.517813992,0.723539962,-7.143006107
UBL5,-0.139085463,7.015667989,-0.663482266,0.52256823,0.726618224,-7.1432314
NBPF10,-0.08633636,7.07006645,-0.660951953,0.524120942,0.727437074,-7.143248439
CRTC2,-0.028511111,3.662807232,-0.235165967,0.818999039,0.915877139,-7.143291697
SNX24,0.042496606,4.106533778,0.429475355,0.677015941,0.836639838,-7.143377963
MON1A,0.006388019,3.499702549,0.034444332,0.973225455,0.98735808,-7.143490329
CSTF1,0.058842805,5.706967443,0.661616591,0.523712825,0.727433052,-7.143571654
TMEM41A,0.04763343,4.258783378,0.470495795,0.648463202,0.817825385,-7.143654245
FAM133B,0.129295372,5.099893468,0.612953384,0.554089105,0.751024731,-7.143777023
TRIM26,0.103100915,5.656238849,0.657912998,0.525989406,0.729024891,-7.144197365
STXBP5,0.216081402,4.500721354,0.522495576,0.613118293,0.794763472,-7.14459453
MTMR2,0.078057667,5.730460857,0.661124924,0.524014712,0.727433052,-7.144799656
RP4-717I23.3,-0.111840207,3.63702563,-0.205469394,0.841478439,0.9280569,-7.144999122
HSD17B10,-0.162877602,6.592064638,-0.67515528,0.515440817,0.722096985,-7.145044028
PPIL3,-0.083084175,4.387741714,-0.496623904,0.630580847,0.805592243,-7.145270018
SRSF9,-0.090435942,6.522725619,-0.676145128,0.514839132,0.721531011,-7.145299067
ARAP3,0.074334886,3.989369223,0.386794572,0.707307504,0.854820935,-7.145631508
OAZ1,-0.13171973,8.354126294,-0.553973743,0.592211483,0.779470722,-7.145698883
CDIPT,-0.16143455,5.921451413,-0.667132803,0.520332944,0.725046228,-7.145826654
HERC2,0.084148578,6.986976742,0.661398914,0.523846467,0.727433052,-7.145858931
STX17,-0.08441843,4.924045193,-0.587822974,0.570161306,0.764011089,-7.145968246
ASCC3,-0.099724784,6.531151219,-0.675074882,0.515489706,0.722096985,-7.145982821
ENTPD1-AS1,0.043227876,3.645629917,0.213466062,0.83540947,0.925234923,-7.146058566
PIK3CB,-0.062776008,3.907529024,-0.352875908,0.731773791,0.868679252,-7.1462131
PLCE1,-0.06958827,5.999648475,-0.669636468,0.518803222,0.724184819,-7.14637656
MTRR,0.091662428,3.942773198,0.367561607,0.72113974,0.862362701,-7.146434931
ARRDC1,-0.00166654,3.514229086,-0.010734577,0.991654068,0.995280463,-7.14668965
TSC2,-0.10076622,6.731680312,-0.669455978,0.51891341,0.724271652,-7.146907176
RP11-379H18.1,-0.06009158,4.492270978,-0.515791417,0.617619572,0.797759703,-7.146977833
GAS2L1,-0.030933299,3.571094481,-0.137285197,0.893629772,0.951673826,-7.146982916
TXLNG,-0.078825246,4.480440174,-0.513144024,0.619401695,0.798897546,-7.147039285
PNPLA8,0.082916071,5.835054212,0.66244262,0.52320587,0.727102984,-7.147335326
OTUD6B,-0.102891695,5.06225673,-0.602306582,0.560866771,0.75585072,-7.147451239
AARS,0.154033528,7.191490809,0.648352796,0.531893101,0.733140483,-7.147501298
LAMTOR4,-0.176335521,5.946638546,-0.665554843,0.521298453,0.725749362,-7.147544472
MVB12B,0.093936364,6.551435395,0.672829362,0.516856307,0.723018454,-7.147560263
NEFM,-0.203644746,4.124695911,-0.422767628,0.681738306,0.83924643,-7.147563742
DFNB31,0.024293575,3.591433935,0.157619502,0.878008537,0.944253268,-7.147644075
EMC4,-0.073809887,5.421317714,-0.635820197,0.539691104,0.739257894,-7.148001645
CBWD5,-0.028076602,3.560904408,-0.113388931,0.912048346,0.959732993,-7.148059948
FBXL19,-0.110262578,5.487847184,-0.640498172,0.536772621,0.736799374,-7.148061565
MRPS31,0.047814927,3.690245103,0.236176679,0.818236867,0.915423917,-7.148124417
HS3ST1,0.060966652,3.851159649,0.324898853,0.75219709,0.880086602,-7.14817972
ZNF568,0.069633134,4.248665968,0.458739224,0.656587976,0.823530992,-7.148316958
POLR3B,-0.070000692,4.261056801,-0.460163064,0.655601439,0.823168212,-7.148718846
FLOT1,-0.129893777,7.366484374,-0.635297263,0.540017925,0.73943855,-7.14873972
IWS1,-0.076024158,6.273635452,-0.671681856,0.51755551,0.723513653,-7.148790027
ZNF646,0.079397228,6.76474468,0.665522359,0.52131834,0.725749362,-7.149087091
ARHGAP23,-0.088061899,4.727468055,-0.553876031,0.592275789,0.779470722,-7.149244551
HECTD3,-0.120771552,4.9993404,-0.591678217,0.567678969,0.761856422,-7.149303031
HSP90AB1,-0.048940762,10.22965969,-0.217837468,0.832096628,0.923625882,-7.149443483
PDCL,0.062763105,5.668002885,0.65077089,0.530396181,0.732308639,-7.149538729
TST,-0.072422167,3.760955544,-0.272616476,0.79089728,0.90157034,-7.149653084
C12orf49,-0.071946356,5.072403828,-0.60013684,0.562253716,0.756976439,-7.149660486
MAU2,-0.057819025,6.272876642,-0.670476688,0.518290459,0.724030831,-7.149672955
ZNF280D,-0.137888038,4.846554152,-0.570777238,0.581208437,0.771518654,-7.149676179
LINC00847,-0.105803916,4.66763959,-0.543059726,0.599417166,0.784684947,-7.149734254
EXOC6,0.081032618,4.322369571,0.4739152,0.646109144,0.816152094,-7.149877677
ENOX2,0.021209155,3.579041135,0.127441341,0.901209739,0.954315048,-7.149983909
ARRDC4,-0.103943925,4.869866482,-0.573728134,0.579287686,0.770364651,-7.150123244
CUEDC2,-0.136507626,5.586381784,-0.643836052,0.53469584,0.735285935,-7.150226995
NDUFB9,-0.134423872,6.899032329,-0.658522128,0.525614573,0.728768039,-7.150312042
HSPA14,0.074157088,5.820833807,0.657474441,0.526259374,0.729169877,-7.150324567
XPO1,0.076964311,8.846051038,0.488206962,0.63631485,0.80919736,-7.150326964
GNAS,0.004788922,10.52374864,0.030555866,0.976246964,0.988492616,-7.150386266
CHFR,0.054920026,5.741072065,0.653375368,0.528786663,0.731357402,-7.150491846
EIF2S1,-0.063099563,6.021930198,-0.664101983,0.522188363,0.726357661,-7.150765977
ATOH8,-0.02428523,3.633851452,-0.176426548,0.863609395,0.9369113,-7.151462
STARD13,0.056856617,4.347610998,0.476496959,0.644334478,0.815018276,-7.151577898
CDH10,-0.000410254,3.540721496,-0.001700482,0.99867788,0.999408969,-7.151578255
RNPC3,-0.261901022,4.766001409,-0.552923847,0.592902637,0.779808775,-7.152263044
TRIM11,0.05750883,4.951033005,0.581577208,0.574195594,0.7664912,-7.15246327
ATXN3,-0.00907921,3.549564098,-0.034505096,0.973178242,0.98735808,-7.15251954
ZEB1-AS1,-0.085696411,4.462229519,-0.498924011,0.629018375,0.804942955,-7.152667598
DOK6,0.081097029,4.128926559,0.415413784,0.686932243,0.842000992,-7.152938096
ATG12,-0.135162554,6.556848168,-0.664405711,0.522002248,0.72626198,-7.153198527
DNAJC30,-0.009765133,3.561108542,-0.061091892,0.952533781,0.978544064,-7.15333713
DHX15,-0.097436163,8.397094653,-0.535239306,0.604608638,0.788472344,-7.153913378
PRMT1,-0.125492543,6.952579837,-0.65081601,0.530368273,0.732308639,-7.154077074
ZNF384,0.05824765,5.630615955,0.641719189,0.536012375,0.736223684,-7.154160628
FGGY,0.02257162,3.602488891,0.128375237,0.900490157,0.954175683,-7.154237659
SMUG1,-0.066852626,4.998180125,-0.583936401,0.57266989,0.765628433,-7.154270152
TMEM260,-0.111661734,3.892618979,-0.322997006,0.753593005,0.880729583,-7.15427017
ZNF287,-0.085284709,4.495894276,-0.502943025,0.626292872,0.803014602,-7.154280058
PIGT,-0.120115811,7.039696735,-0.64596108,0.533376136,0.734152084,-7.154520963
RPUSD4,-0.051162435,4.07696,-0.394147109,0.702048788,0.851198912,-7.154557443
ZBTB2,0.032049292,3.895156951,0.325871951,0.75148322,0.879715539,-7.154613744
TRAPPC8,-0.07812851,6.426663046,-0.663691493,0.522439962,0.726552463,-7.154668021
MGMT,-0.000255793,3.556707736,-0.001051991,0.99918208,0.999446922,-7.154742118
MAP3K3,0.055893674,4.978352481,0.581299451,0.574375368,0.766614107,-7.154773553
YES1,-0.094110323,7.123703893,-0.641336369,0.536250664,0.736405401,-7.154779026
ZNF584,0.042566919,4.03825737,0.381709837,0.710953768,0.856287172,-7.154779858
ZNF484,-0.106850064,5.499792361,-0.631020132,0.542695331,0.741763262,-7.15501805
CMTR2,0.148017676,4.857793104,0.564479415,0.585319268,0.774496203,-7.155161172
USP46,0.06891308,6.18432797,0.661418962,0.523834158,0.727433052,-7.155370882
CEPT1,-0.093334711,5.26022143,-0.610609356,0.555577289,0.75187728,-7.15541389
ZNF470,-0.098615395,4.620786381,-0.524711294,0.611634331,0.793794191,-7.155471707
ZC3H6,-0.110635023,5.625506774,-0.638689941,0.537899641,0.73780964,-7.155564702
C5orf42,0.123217059,6.757509951,0.656213145,0.527036264,0.729805742,-7.155730204
PICALM,0.056784034,6.703960195,0.657753196,0.526087768,0.729027344,-7.155805849
GLTP,-0.093671795,5.033440094,-0.585544479,0.57163122,0.764962169,-7.155872359
TOP1MT,0.08863326,5.234476804,0.607932348,0.557279647,0.753338872,-7.155976455
SLC24A1,-0.013633451,3.594063798,-0.095643074,0.925762637,0.965737228,-7.156341361
EIF4E,-0.089260989,5.82366579,-0.64830701,0.531921469,0.733140483,-7.156383799
TUBB2B,-0.057830032,9.913189906,-0.285918296,0.78098918,0.895645169,-7.156479072
DCP1B,0.048096757,4.870463145,0.563194883,0.586159655,0.774855941,-7.156892645
INTS9,-0.064421027,4.168246527,-0.417073042,0.685758814,0.841519332,-7.15701553
ATIC,-0.086669973,3.860267904,-0.300494052,0.770179484,0.889458879,-7.157120073
DIP2A,-0.101467074,6.262278953,-0.659576279,0.524966269,0.72827551,-7.157125678
KIAA0020,-0.112180226,5.523410265,-0.629297599,0.543775774,0.742423946,-7.157242707
ZNF416,0.037868495,3.874505554,0.308848832,0.764006543,0.886719881,-7.157283056
NBPF20,-0.066711071,6.654605302,-0.656487038,0.526867503,0.729705932,-7.157438653
IPO13,-0.111403215,5.586989156,-0.63295534,0.541482974,0.74063841,-7.15769764
CCDC91,-0.058995517,5.273917442,-0.608482868,0.556929321,0.753031897,-7.157750815
ANAPC2,0.080755938,5.347295618,0.61553059,0.5524555,0.749682568,-7.157855431
RP11-473M20.14,-0.043279413,3.775566757,-0.252441742,0.805999472,0.909135508,-7.157902855
WRNIP1,-0.07198557,5.442970563,-0.622229368,0.548222245,0.746205121,-7.158170518
TUB,0.060805781,5.287832166,0.609427944,0.556328207,0.752488735,-7.158252413
GLTSCR1L,0.041697705,4.236888583,0.434541597,0.673458953,0.834704237,-7.158423575
HES6,-0.174278275,7.231633138,-0.629225161,0.543821237,0.742423946,-7.158447129
EP300,0.081388397,6.930579958,0.645493465,0.533666374,0.734405499,-7.158537545
ASL,0.017322538,3.62088079,0.119378872,0.907425847,0.957204274,-7.158667041
ERVK13-1,0.204331065,4.766369642,0.544628295,0.598378724,0.783801357,-7.158682914
POLR3C,0.05622778,5.143539946,0.594282817,0.566005311,0.760467305,-7.158743078
YAF2,-0.119088685,4.868115542,-0.55862525,0.589154536,0.777437906,-7.158965635
BCAR3,-0.061419389,3.912991637,-0.319352752,0.756270423,0.882013601,-7.159232902
RANBP17,0.060941266,5.401752307,0.617711268,0.551075389,0.748603581,-7.159346183
SRRD,-0.056991638,4.588559439,-0.51179187,0.620312918,0.799623925,-7.159490691
ZBED6,-0.183706334,4.916404762,-0.563555967,0.585923355,0.774814984,-7.159649765
NIPA1,0.076322868,4.421809242,0.477642563,0.643547759,0.814603351,-7.159760397
CMC1,-0.016083521,3.613981475,-0.095819054,0.925626502,0.96573294,-7.159998107
PDS5A,0.074659793,7.773485582,0.586804581,0.570818037,0.764326931,-7.160108172
GABBR2,0.161819739,6.054354952,0.651405934,0.530003469,0.732175176,-7.1603881
MBTD1,-0.116895426,5.405860095,-0.615530639,0.552455469,0.749682568,-7.160437964
SFSWAP,0.108815255,6.372213597,0.655588674,0.527421155,0.730137779,-7.160477026
FAM199X,-0.097174567,6.458916948,-0.654727485,0.527952221,0.730604948,-7.160707806
TYW5,-0.07923502,3.712657828,-0.195116127,0.849352153,0.931899436,-7.16094189
GATSL2,0.094935433,4.29530552,0.444826971,0.666263757,0.829190486,-7.160954291
FAM179B,-0.096592271,4.886260638,-0.557693054,0.589766493,0.777988745,-7.161150594
ASCL1,0.096425234,6.996769842,0.638352846,0.538109896,0.738030973,-7.1613196
ALG10B,-0.054514919,3.977268594,-0.340436109,0.740828756,0.874400955,-7.16148758
ZNF326,0.146009602,5.924444845,0.645259417,0.533811677,0.734527906,-7.161763946
KCTD3,0.097652571,6.600105197,0.65154373,0.529918279,0.732175176,-7.161783292
ELAVL1,0.084572762,7.355141593,0.616568338,0.551798482,0.749316129,-7.161820075
ARIH2,0.061572354,6.222394735,0.652559247,0.529290699,0.731670106,-7.161884063
TMEM254,0.004575521,3.60185728,0.04383171,0.965932986,0.984521163,-7.161895188
KCNMB4,-0.028740921,3.830185804,-0.27023482,0.792675511,0.902335969,-7.162089384
TMEM161B-AS1,-0.252208554,4.798940533,-0.54065884,0.601008463,0.785405831,-7.162495033
RPLP0,-0.082860812,9.671000685,-0.323425519,0.753278404,0.880637345,-7.163026336
LYPD1,0.07555572,3.826023361,0.265975065,0.795859121,0.903845156,-7.163131979
WWP2,0.111730651,6.241144056,0.650958771,0.530279977,0.732308639,-7.163146999
PCNX,0.095769822,6.808967199,0.642520747,0.535513641,0.73579906,-7.163896984
DNAJA1,0.061303654,8.182443072,0.54132509,0.600566653,0.785100341,-7.163901884
TMEM198,0.142947543,4.664927141,0.518403946,0.615863479,0.796665785,-7.163977675
ZBTB12,0.052002457,3.816393593,0.256044671,0.803296047,0.907752196,-7.164236079
OXR1,-0.0858523,6.3073627,-0.649394502,0.531247929,0.732797583,-7.164439951
AKR1A1,0.118231046,5.733657581,0.632365812,0.541852132,0.740941926,-7.164550718
PPP1R14B,-0.118704258,6.764924179,-0.642697065,0.535403971,0.73579906,-7.164629185
OSER1,-0.072702234,5.637042215,-0.625486851,0.546170442,0.744419216,-7.164957639
PRKDC,0.044816936,9.853530237,0.272650058,0.790872215,0.90157034,-7.165340214
ABT1,-0.037057985,3.795890796,-0.237471185,0.817260979,0.915067043,-7.165360374
ZNF177,-0.0602684,4.405038483,-0.461688914,0.654544998,0.822403591,-7.165396482
SS18,0.071074618,7.459302195,0.603389914,0.560175004,0.755268982,-7.165535936
NBPF14,-0.079025717,6.403862695,-0.647766011,0.532256725,0.73346862,-7.165725481
TBC1D5,0.054873816,6.707542745,0.642373607,0.535605172,0.73579906,-7.166262715
MKLN1,-0.101279821,7.867917787,-0.568168372,0.582909439,0.77272486,-7.166286755
TTC21B,0.139066667,6.237953047,0.646072849,0.533306777,0.734152084,-7.166441529
STX12,-0.085993901,6.147250251,-0.644207009,0.534465328,0.735035907,-7.16651184
IFT81,0.085701015,5.084957077,0.574943765,0.578497434,0.769850901,-7.166610567
CDC42EP3,0.11950002,6.079302784,0.642672038,0.535419538,0.73579906,-7.166809276
KIF2A,-0.105737378,6.607275875,-0.643444774,0.534939044,0.73554565,-7.167012543
ALDH1B1,-0.12057992,5.336167031,-0.599014996,0.562971576,0.757470001,-7.167130111
NUTM2A-AS1,0.009235911,3.630020827,0.039861602,0.969016752,0.985734071,-7.167150195
ASPSCR1,0.055307336,4.997476477,0.563240595,0.586129737,0.774855941,-7.167200762
HOOK3,-0.089744686,6.599693111,-0.643375419,0.534982159,0.73554565,-7.16721339
VPS51,-0.139561169,5.354991931,-0.599994438,0.562344809,0.757031561,-7.167470119
PRRC2B,-0.076124331,9.02053263,-0.428795264,0.67749407,0.836888133,-7.167530282
C9orf91,0.063074777,4.402438354,0.457665354,0.657332489,0.824190873,-7.167551276
NUFIP2,0.084877517,7.999511325,0.553404414,0.592586224,0.779642758,-7.167730102
FAM86A,0.003636284,3.62993141,0.017348023,0.986512699,0.992722564,-7.167771958
PDCD10,0.070612801,4.512636252,0.481661651,0.640791409,0.812562695,-7.167775819
CSAG1,-0.069127293,5.054381438,-0.568289713,0.582830264,0.77272486,-7.168096313
SAMM50,-0.086874699,5.599442134,-0.618167856,0.550786672,0.748346067,-7.168119411
METTL21A,-0.086563259,4.600205442,-0.497212033,0.630181145,0.805429149,-7.168380535
BAD,-0.132365437,4.433129409,-0.461388951,0.654752617,0.822487038,-7.168416544
CRAMP1L,-0.054778319,4.271289167,-0.420021371,0.683675925,0.840321122,-7.168996048
MAX,0.061128157,4.915343029,0.548673151,0.595705288,0.781937915,-7.169297381
FAM184A,0.108018393,4.126007421,0.375739711,0.715244772,0.85877546,-7.169570382
LCOR,0.109535311,4.432692576,0.46067903,0.655244114,0.82300798,-7.169583189
CYSTM1,0.04030752,3.799269997,0.224972486,0.826696869,0.920779888,-7.169593289
PDLIM7,0.045613841,4.052551745,0.349349431,0.734336391,0.870079107,-7.169678438
SNHG3,-0.230240884,8.65012254,-0.474372211,0.645794829,0.815823328,-7.17019669
MCAT,0.033344029,3.769821074,0.198954805,0.846430729,0.930987457,-7.170580406
RHBDD3,0.053637641,4.206689146,0.398843264,0.698698617,0.849114856,-7.170630646
ACSF3,-0.060783564,4.558091511,-0.484982341,0.638518364,0.81117949,-7.170639185
ZNF577,-0.164793101,4.814815192,-0.529865283,0.60818965,0.791228369,-7.170697659
MIR181A1HG,0.225227396,4.122556493,0.371349442,0.718406957,0.860467648,-7.170948979
GPATCH3,-0.035395409,3.887892587,-0.269716074,0.793062993,0.902604022,-7.171345517
MED6,0.007180281,3.656069441,0.044995629,0.965029026,0.98406493,-7.171426099
GATAD1,0.114289401,5.539176547,0.609678925,0.556168633,0.752340309,-7.171496543
RSU1,-0.087541987,6.079322787,-0.635082634,0.540152095,0.739450805,-7.171614291
METTL6,-0.05306536,4.561683936,-0.48373664,0.639370598,0.811510903,-7.171626206
MAT2B,0.055063121,5.304989689,0.588725956,0.569579349,0.763570184,-7.172425734
TMBIM6,-0.050173406,9.697971818,-0.28793483,0.779490679,0.895019102,-7.172788842
COG4,-0.089458447,6.514957657,-0.636334686,0.539369675,0.739020173,-7.172854815
MCM9,0.036962551,3.766348826,0.184573487,0.857387868,0.935459609,-7.172968189
CBX5,0.020351038,10.01080271,0.193028454,0.850941988,0.932281123,-7.172973141
TUBG2,-0.04557966,3.900330063,-0.270013852,0.792840557,0.902422577,-7.172986713
SAMD1,-0.109449608,5.947534837,-0.628661981,0.544174773,0.742839411,-7.172990452
AKAP8L,-0.058058343,6.582568426,-0.635179827,0.540091334,0.739450805,-7.173041078
GLI4,0.036401707,3.774708274,0.19103959,0.852457232,0.933196165,-7.173081886
DPYSL4,0.130249278,6.443905252,0.636819175,0.53906709,0.738873851,-7.17314256
KIAA0513,0.107739421,5.55130742,0.60787001,0.557319324,0.753338872,-7.173204841
RFWD2,-0.054905548,5.896819388,-0.626601639,0.545469283,0.744000978,-7.17323164
L3MBTL1,0.070306427,3.815318813,0.22062531,0.829985684,0.922240258,-7.173284174
CAND1,0.059739943,8.262383735,0.515497454,0.617817328,0.797908331,-7.173551601
ZNF654,0.09864637,4.578970162,0.484137823,0.639096072,0.811435378,-7.173671383
ACTR6,0.000560555,3.662205661,0.004751185,0.99630598,0.997948671,-7.173681124
FBXO8,-0.022464733,3.753389085,-0.167236595,0.87063923,0.940863871,-7.173859957
C17orf75,-0.001950708,3.66557533,-0.01194962,0.990709442,0.994729215,-7.173979122
MED19,0.006733599,3.667727675,0.033721297,0.973787252,0.987658306,-7.174018148
BICD1,-0.125565055,6.292301717,-0.634708455,0.540386051,0.739674233,-7.17418954
U2AF2,0.116212574,7.452616265,0.589615593,0.569006316,0.763073058,-7.174569395
EBP,-0.106159952,4.49824797,-0.463471345,0.653311927,0.82160656,-7.174865711
NSD1,-0.064329714,7.156125396,-0.609065135,0.556558928,0.752710402,-7.174895736
ZNF483,0.052264383,3.93361482,0.282216733,0.783742296,0.897458169,-7.175001033
RAPGEF6,0.124440893,4.132586301,0.363309314,0.724212549,0.86404431,-7.175459411
MKNK1,0.035083467,3.84333181,0.229817201,0.823035806,0.918574898,-7.175555688
DERL2,-0.050297893,4.783991038,-0.517141359,0.616711848,0.797299191,-7.1756268
SLC39A1,-0.12374911,6.393891329,-0.632396227,0.541833083,0.740941926,-7.17599355
CHMP2B,0.072779947,5.127769732,0.564316604,0.585425749,0.774496203,-7.176089613
PTEN,0.077567761,6.073995247,0.628395391,0.544342171,0.742933551,-7.176304491
ITFG2,0.060086671,5.106021502,0.561091325,0.587537282,0.776133304,-7.176459547
C16orf91,0.019760513,3.717716054,0.111194271,0.913742865,0.960316962,-7.17654523
SEC31A,0.056661361,7.816114279,0.555687319,0.591084345,0.779250497,-7.176691312
TRDMT1,-0.128650989,4.219132262,-0.38509232,0.708527326,0.8554123,-7.177013568
ZNF350,-0.042758747,3.842317809,-0.220725672,0.829909717,0.922223732,-7.177055345
CTD-2368P22.1,0.135959107,4.341400318,0.422148374,0.682175007,0.839510169,-7.177170676
CXXC4,0.029055243,3.739176629,0.133576764,0.896484059,0.952942192,-7.177258099
MYT1,0.058225474,5.05855208,0.552955402,0.592881859,0.779808775,-7.177835835
LRFN3,-0.005976376,3.690397153,-0.03253079,0.974712308,0.987881647,-7.178016041
NEK3,0.066477911,3.861174635,0.229915153,0.822961832,0.918560252,-7.178385664
SNORD3D,0.258350224,9.324480711,0.351498932,0.732773993,0.869251349,-7.178648233
EEF2K,-0.069822992,6.928441102,-0.615121889,0.552714379,0.749822341,-7.178742575
TBC1D13,-0.106111965,5.29411773,-0.57660469,0.57741866,0.769049562,-7.178775489
SAP30BP,0.061968308,5.775769181,0.61281683,0.554175739,0.75105789,-7.178782389
NEDD4,-0.130868874,5.302077327,-0.576810562,0.577285023,0.768983182,-7.179002897
KPNA1,-0.050235749,6.324930315,-0.626878839,0.545295015,0.743830495,-7.179725519
DGCR2,0.144714037,6.780296434,0.619698818,0.549819222,0.747531505,-7.179768275
RP11-1212A22.4,0.054853417,4.101602051,0.33965288,0.741400287,0.874400955,-7.180102623
PPP6R1,-0.104592963,6.387083741,-0.626314264,0.545649981,0.744180201,-7.180107737
NAIF1,-0.073991568,4.306585933,-0.404634906,0.69457632,0.846479213,-7.180203856
PNN,0.13496035,6.250290942,0.625600923,0.546098671,0.744419216,-7.180268189
SMOC1,0.128772607,6.629892903,0.623417355,0.547473451,0.745473125,-7.180277401
MOK,0.05434406,4.271102282,0.395263916,0.701251461,0.850847263,-7.18028146
TUBE1,-0.04418398,3.743983985,-0.112651888,0.912617373,0.95999716,-7.180440134
PSMD5,-0.052357198,4.312244869,-0.405800294,0.693748098,0.845806792,-7.180455458
WDR24,-0.012817871,3.727495489,-0.088739718,0.931104864,0.968953252,-7.180497183
GLMN,0.02254961,3.735982378,0.10142961,0.921287655,0.963803047,-7.180814292
NNT-AS1,0.060031842,5.425556685,0.585892684,0.571406449,0.76479698,-7.180869861
C14orf93,-0.021429901,3.813752461,-0.183301109,0.858358872,0.935687392,-7.181013589
PTPRF,0.1036444,7.739978657,0.554294647,0.592000315,0.779470722,-7.181594737
LRRN2,-0.148206243,5.490729204,-0.588853229,0.56949735,0.763528067,-7.181603358
RBBP6,0.10823223,6.320486296,0.62405322,0.547072903,0.745129818,-7.181673466
TEX261,0.093689001,5.369075222,0.578717506,0.576047974,0.768352406,-7.182375203
TMEM245,-0.055225346,6.98115047,-0.606897869,0.557938281,0.753639964,-7.182452301
DPH3,-0.058272627,4.837516696,-0.513023347,0.619482992,0.798897546,-7.182611147
NRDE2,-0.028909764,3.981612361,-0.279419739,0.785824712,0.898822797,-7.182836129
GPR137C,0.009694763,3.723664343,0.051000775,0.960365978,0.981520485,-7.182905156
CRYZL1,-0.064176359,3.928639471,-0.249993409,0.807838097,0.910264833,-7.182988443
MLEC,0.089385867,7.532218057,0.569647984,0.581944389,0.772123631,-7.183016462
UBE2D3,-0.064538505,7.246924995,-0.590525112,0.568420806,0.762626617,-7.183037521
KIF5B,0.050608777,8.863748634,0.418264246,0.684916936,0.841033202,-7.183204289
EXOSC7,-0.046654709,4.248108509,-0.380348854,0.711931039,0.856724467,-7.183301816
TIPRL,-0.069366336,5.749808413,-0.603880813,0.559861696,0.755237918,-7.183311658
XYLT2,-0.058299348,5.084845189,-0.546115098,0.59739529,0.783056782,-7.183510976
ATAD2B,-0.131395215,6.300731731,-0.620670204,0.549205886,0.747005122,-7.183525058
TXNL4B,-0.03608182,3.922665333,-0.245214437,0.811430509,0.912096472,-7.183542048
DDX3X,-0.051734368,8.128565252,-0.511476607,0.620525472,0.799695382,-7.183865521
ZNF480,0.095252011,5.05114109,0.54140307,0.600514954,0.785100341,-7.184104165
ZNF235,-0.008439502,3.729982461,-0.031993133,0.975130096,0.98799602,-7.184727637
PMM2,-0.069398726,4.66786975,-0.479321374,0.642395709,0.813976321,-7.18473095
FECH,-0.045125382,4.142836122,-0.340290034,0.740935336,0.874400955,-7.185114194
C2orf72,-0.094100203,5.812578622,-0.603374364,0.56018493,0.755268982,-7.185712321
CCDC71,0.049148841,4.265606519,0.380472485,0.711842242,0.856724467,-7.185826807
IFRD2,0.063338172,4.208671468,0.36261939,0.724711593,0.864114655,-7.185861474
RFC1,0.070254736,7.125635348,0.59342883,0.566553761,0.761000981,-7.186072225
CREB1,0.080828575,6.600903232,0.614975452,0.552807151,0.749822341,-7.186219523
CSNK1G2,0.071691944,6.174731133,0.615070589,0.552746878,0.749822341,-7.186474388
C19orf12,0.071841928,4.589889516,0.460517244,0.655356147,0.82308021,-7.1867694
XBP1,-0.106073403,6.533673105,-0.614959885,0.552817014,0.749822341,-7.186794755
ZNF559,0.089527067,5.154496929,0.549235923,0.595333827,0.781836301,-7.186897854
ZNF622,0.027687555,3.813171967,0.151401127,0.882780099,0.946675163,-7.186942078
UBR5,-0.074465564,8.313585271,-0.484173338,0.639071772,0.811435378,-7.187046253
UBALD1,-0.010128014,3.759172162,-0.076287655,0.94074995,0.973445332,-7.187136824
RABAC1,0.165113935,5.506575363,0.582336407,0.573704372,0.766242036,-7.187235454
TTC32,0.047287375,3.7961538,0.131509791,0.898075634,0.953530461,-7.187235589
ZNF516,-0.060792702,5.92346732,-0.606100063,0.55844653,0.754002717,-7.187291085
NIT2,0.035239263,4.218080518,0.361676309,0.725393974,0.864368648,-7.187331817
MTERFD3,0.065779777,3.836394969,0.17012349,0.868429594,0.939978827,-7.187496654
